Feature,Gain,Cover,Frequency,run
DAYS_CREDIT_MAX,339.008827209473,714330,61,18
AMT_CREDIT,311.599980644882,1538398,77,18
INSTALMENTS_DPD_TREND,309.993319153786,1585818,64,18
CNT_DRAWINGS_OTHER_CURRENT_MEAN,301.485467672348,2184547,62,18
DAYS_ENDDATE_FACT_MIN,292.309237957001,37562,49,18
INSTALMENTS_DPD_MEAN,288.20950782299,229853,53,18
EXT_SOURCE_2,286.247928977013,469038,59,18
DAYS_EMPLOYED,285.611090019345,448808,74,18
DAYS_FIRST_DUE_MAX,284.462919354439,273042,55,18
DAYS_LAST_PHONE_CHANGE,284.229924678803,240616,55,18
Add_RATIO_PAYMENT,281.875949382782,100764,51,18
EXT_SOURCE_MIN,272.398787975311,622066,55,18
CNT_PAYMENT_MEAN,271.210919618607,3446485,53,18
SELLERPLACE_AREA_4,270.861690998077,4259369,59,18
DAYS_CREDIT_ENDDATE_MIN,267.156908273697,392233,54,18
AMT_INCOME_TOTAL,266.517803713679,696272,61,18
AMT_CREDIT_SUM_SUM,266.065273523331,84010,41,18
YEARS_BUILD_AVG,264.0142365098,560639,40,18
DAYS_BIRTH,257.888342604041,167588,69,18
Add_INCOME_per_ADULT,252.552631020546,62708,41,18
AMT_ANNUITY_PREV_MEAN,248.737583398819,337503,47,18
NAME_CONTRACT_STATUS_POSCASH_Active,247.782418370247,1840455,49,18
SK_DPD_DEF_MAX_POS,247.102489233017,11472985,59,18
Add_RATIO_PAYMENT_PREV_MEAN,246.652052402496,402881,51,18
AMT_REQ_CREDIT_BUREAU_YEAR,246.401454210281,2494470,51,18
Add_DIFF_CREDIT_RECEIVED_ASKED_PREV_MIN,243.803540706635,69180,42,18
NUM_INSTALMENT_VERSION_5,242.403934299946,4813893,57,18
EXT_SOURCE_MAX,240.148526370525,592785,49,18
AMT_GOODS_PRICE,239.794298648834,4378500,51,18
AMT_APPLICATION_MEAN,239.470463991165,1351413,42,18
Add_DIFF_MEAN_DAYS_LAST_DUE_PREV,238.39134311676,478606,41,18
DAYS_CREDIT_UPDATE_MEAN,238.138989508152,88320,46,18
DAYS_LAST_DUE_MEAN,236.363193750382,245033,47,18
Add_RATIO_PHONE_EMPLOYED,236.319172859192,208823,46,18
CNT_INSTALMENT_FUTURE_MEAN,230.218421459198,54775,41,18
MONTHS_BALANCE_MEAN_POS,224.15683054924,385846,35,18
Add_DIFF_CREDIT_RECEIVED_ASKED_PREV_MEAN,222.565788865089,84481,38,18
PRODUCT_COMBINATION_Cash_Street._middle,221.418533325195,11472625,50,18
Add_RATIO_CREDIT_GOODS,220.853130817413,123919,47,18
NAME_CONTRACT_STATUS_Approved,220.425183296204,10618812,53,18
Add_RATIO_PAYMENT_PREV_MAX,217.211261689663,115691,42,18
Add_DIFF_PAYMENT_DRAWINGS_CARD_MEAN,216.356579780579,2260281,45,18
AMT_PAYMENT_MEAN,216.317938804626,235840,39,18
Add_RATIO_INSTALMENT_LEFT_TREND_MEAN,214.08122587204,224130,36,18
REGION_POPULATION_RELATIVE,212.932237014174,130648,47,18
AMT_GOODS_PRICE_MEAN,212.71599984169,9751376,45,18
DAYS_ID_PUBLISH,207.373214900494,106416,47,18
DAYS_DECISION_MAX,206.693779945374,40452,38,18
AMT_CREDIT_SUM_MEAN,205.39348590374,160447,41,18
NUM_INSTALMENT_NUMBER_MEAN,204.727023005486,280263,41,18
SK_DPD_DEF_MEAN_POS,199.487911224365,7410116,48,18
MONTHS_BALANCE_MAX_POS,198.58043718338,79195,35,18
Add_RATIO_EMPLOYED_BIRTH,197.954625248909,1980262,44,18
Add_DIFF_MEAN_INSTALMENT_FUTURE,197.185658454895,2728778,40,18
DAYS_CREDIT_ENDDATE_MAX,193.525787591934,182597,34,18
DAYS_FIRST_DUE_MIN,193.462164402008,440136,36,18
BUREAU_STATUS_ENTROPY_MIN,191.372190713882,8754683,47,18
TOTALAREA_MODE,191.228104829788,2404356,43,18
Add_CREDIT_per_FAM,190.32959318161,84161,34,18
Add_RATIO_LIMIT_CREDIT_BUREAU_MEAN,188.998327970505,1179496,38,18
Add_RATIO_INSTALMENT_LEFT_INTERCEPT_MEAN,188.174811720848,67535,34,18
INSTALMENTS_LESS_MEAN,187.926989197731,1990085,36,18
PRODUCT_COMBINATION_Cash,184.318276166916,866282,27,18
LIVINGAPARTMENTS_AVG,177.197000741959,437063,29,18
AMT_CREDIT_SUM_DEBT_MAX,177.063560247421,2449640,32,18
OCCUPATION_TYPE.Realty.agents,176.576943874359,629412,28,18
CNT_INSTALMENT_MATURE_CUM_MEAN,173.635667681694,382588,38,18
INSTALMENTS_LESS_TREND,169.432213783264,369221,33,18
RATE_DOWN_PAYMENT_MAX,169.111959457397,167167,34,18
Add_RATIO_PAYMENT_PREV_MIN,168.598899960518,513906,36,18
COMMONAREA_MODE,168.563987731934,338591,30,18
CNT_INSTALMENT_MEAN,167.558675885201,465912,33,18
NFLAG_INSURED_ON_APPROVAL_NA,167.502557516098,686840,24,18
DAYS_TERMINATION_MAX,167.054882407188,385586,33,18
AMT_APPLICATION_MAX,166.188076972961,263504,30,18
AMT_CREDIT_MEAN,165.162439107895,1157267,32,18
APARTMENTS_AVG,163.679139018059,29176,33,18
Add_CARD_DRAWINGS_ATM_per_CNT_MAX,163.113538980484,5795885,30,18
DAYS_CREDIT_MIN,160.305106878281,151991,29,18
AMT_CREDIT_SUM_MAX,160.103857040405,10088,24,18
WEEKDAY_APPR_PROCESS_START_THURSDAY,159.206858515739,884754,34,18
Add_RATIO_DEBT_CREDIT_BUREAU_MEAN,157.740505695343,9806,33,18
SK_DPD_MAX_POS,156.304597616196,518253,24,18
Add_RATIO_MEAN_PAYMENT_PREV,154.203830115497,77772,29,18
DAYS_ENDDATE_FACT_MAX,153.787853240967,45898,29,18
Add_RATIO_CREDIT_INCOME,150.304954528809,1876612,35,18
Add_DIFF_CREDIT_RECEIVED_ASKED_PREV_MAX,145.169939517975,8994,23,18
NAME_YIELD_GROUP_low_action,143.963808298111,4628817,30,18
INSTALMENTS_LESS_INTERCEPT,141.487725257874,120320,28,18
Add_RATIO_CHILD,140.9182908535,663764,30,18
DAYS_INSTALMENT_MEAN,139.257926225662,218440,27,18
DAYS_CREDIT_MEAN,137.529971659184,191965,33,18
HOUR_APPR_PROCESS_START,137.047158002853,123254,24,18
Nr_POSCASH_MONTH_MEAN,134.794963479042,412563,25,18
YEARS_BUILD_MODE,133.901892900467,320415,22,18
DAYS_FIRST_DUE_MEAN,133.493443608284,1110491,30,18
AMT_PAYMENT_MAX,132.345430135727,947317,27,18
AMT_ANNUITY_MIN,131.904872834682,73166,24,18
DAYS_TERMINATION_MEAN,131.340282201767,347973,25,18
Add_RATIO_PHONE_BIRTH,130.765676796436,52059,27,18
Nr_INSTALLMENTS_MEAN,130.117629349232,1414022,24,18
DAYS_LAST_DUE_MIN,130.055254340172,117652,27,18
COMMONAREA_MEDI,129.957580327988,2884188,28,18
AMT_CREDIT_SUM_DEBT_SUM,129.873175978661,26765,23,18
DAYS_DECISION_MIN,129.29056596756,67028,21,18
FLOORSMAX_AVG,127.575394272804,4619745,27,18
AMT_REQ_CREDIT_BUREAU_MON,126.361672401428,241205,23,18
DAYS_INSTALMENT_MAX,126.125870257616,53785,28,18
Add_DIFF_SUM_DEBT_CREDIT_BUREAU,126.012206792831,3161,19,18
AMT_DOWN_PAYMENT_MAX,124.845095872879,648700,24,18
AMT_INSTALMENT_MAX,121.800845384598,1629841,24,18
WEEKDAY_APPR_PROCESS_START_SATURDAY,121.465241909027,581543,28,18
NAME_GOODS_CATEGORY_9,121.355388402939,411268,24,18
NAME_PORTFOLIO_Cash,121.261681854725,3512658,30,18
NFLAG_INSURED_ON_APPROVAL_1,118.422782659531,2472983,25,18
AMT_CREDIT_MAX,117.480705857277,185367,26,18
NAME_CONTRACT_TYPE_Revolving_loans,116.87082028389,1184447,27,18
NAME_CLIENT_TYPE_Refreshed,116.331250905991,36561,25,18
BUREAU_MONTH_BALANCE_MAX_MAX,114.061037063599,2707069,24,18
CREDIT_DAY_OVERDUE_MEAN,113.664678812027,2985278,27,18
NAME_SELLER_INDUSTRY_Construction,113.602968215942,5665901,29,18
BUREAU_STATUS_1_MEAN,113.465690612793,304724,26,18
NAME_SELLER_INDUSTRY_Industry,112.407339572907,37168,20,18
Add_CREDIT_per_ADULT,112.283303499222,336030,24,18
LIVINGAREA_AVG,110.269103050232,608495,23,18
Add_DIFF_BALANCE_LIMIT_CARD_MAX,110.233860015869,83100,21,18
HOUR_APPR_PROCESS_START_9,109.154141902924,285592,24,18
NAME_CONTRACT_STATUS_POSCASH_Completed,108.967418909073,3526809,25,18
RATE_DOWN_PAYMENT_MIN,107.345812797546,327651,20,18
BUREAU_STATUS_0_MEAN,104.502412080765,92792,20,18
EXT_SOURCE_1,104.3974635005,922480,24,18
CNT_INSTALMENT_MATURE_CUM_SUM,103.705717802048,129943,21,18
Add_DIFF_DAYS_LAST_DUE_PREV_MAX,103.325098276138,81845,19,18
BUREAU_STATUS_X_MEAN,102.290286779404,32981,21,18
PRODUCT_COMBINATION_POS_other_with_interest,101.345330238342,3763493,24,18
AMT_CREDIT_SUM_DEBT_MEAN,100.171825051308,29095,21,18
DAYS_TERMINATION_MIN,99.4768540859222,64676,15,18
HOUR_APPR_PROCESS_START_11,99.3249223232269,29503,20,18
Nr_POS_CASH,99.0412020683289,4798842,25,18
BUREAU_STATUS_ENTROPY_MAX,98.5939823389053,529486,20,18
LANDAREA_AVG,98.2283828556538,48608,22,18
Add_INCOME_per_FAM,98.2272547483444,77588,20,18
APARTMENTS_MODE,97.9147896766663,112346,18,18
BUREAU_STATUS_ENTROPY_MEAN,97.0315780639648,1129804,19,18
DAYS_CREDIT_ENDDATE_MEAN,96.4431674480438,171287,17,18
AMT_DOWN_PAYMENT_MEAN,95.7370901107788,127869,15,18
NAME_INCOME_TYPE.Working,94.9782557487488,3140338,22,18
NUM_INSTALMENT_NUMBER_MAX,94.4721683263779,432725,21,18
FLOORSMIN_MEDI,94.310310125351,11435,19,18
NAME_TYPE_SUITE_miss,93.3049318790436,310265,22,18
NAME_CASH_LOAN_PURPOSE_14,91.499086856842,12425,12,18
Add_DIFF_DRAWINGS_LIMIT_CARD_MEAN,91.4595143795013,1245158,21,18
DAYS_LAST_DUE_1ST_VERSION_MIN,90.4048990011215,39131,18,18
NAME_CONTRACT_STATUS_Canceled,89.7411892414093,38718,14,18
DAYS_FIRST_DRAWING_MEAN,89.5130016803742,130540,18,18
NAME_YIELD_GROUP_middle,89.4286530017853,371612,15,18
NAME_CONTRACT_STATUS_Refused,89.2937495708466,1973846,17,18
SELLERPLACE_AREA_44,87.7483861446381,249551,20,18
PRODUCT_COMBINATION_Card_X.Sell,87.6006193161011,465819,19,18
INSTALMENTS_DPD_MAX,85.9901031851769,125534,19,18
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MEAN,83.6827350854874,172518,16,18
Add_RATIO_OVERDUE_CREDIT_BUREAU_MEAN,82.6937832832337,298210,13,18
Add_DIFF_DAYS_LAST_DUE_PREV_MEAN,81.8722870349884,1180112,20,18
CREDIT_ACTIVE_Closed,81.1259496212006,24522,14,18
AMT_APPLICATION_MIN,80.9988484382629,1028,11,18
INSTALMENTS_LESS_MAX,79.8683136701584,2898117,22,18
CNT_PAYMENT_MIN,78.4268519878388,2674601,17,18
NUM_INSTALMENT_VERSION_6,76.6612663269043,77232,15,18
AMT_PAYMENT_TOTAL_CURRENT_MEAN,76.6193828582764,103714,15,18
WEEKDAY_APPR_PROCESS_START_TUESDAY,74.6619585752487,1536,14,18
HOUR_APPR_PROCESS_START_7,72.3839590549469,283658,16,18
BUREAU_MONTH_BALANCE_MIN_MIN,72.0901365280151,118061,15,18
PRODUCT_COMBINATION_Cash_X.Sell._middle,71.8922567367554,1171920,17,18
Nr_INSTALLMENTS_PREV,71.6948020458221,2308059,18,18
BUREAU_MONTH_BALANCE_Nr_MEAN,71.5643557310104,374701,15,18
CHANNEL_TYPE_Stone,71.4091885089874,1160622,14,18
Nr_BUREAU,71.017808675766,867,11,18
SK_DPD_MEAN_CC,70.2009921073914,1866971,15,18
SK_DPD_DEF_SUM_CC,69.6192259788513,3578597,15,18
RATE_DOWN_PAYMENT_MEAN,68.6640574932098,16639,13,18
AMT_CREDIT_MAX_OVERDUE_MEAN,68.3336884975433,331500,13,18
SELLERPLACE_AREA_29,68.1371948719025,2422739,17,18
HOUR_APPR_PROCESS_START_10,65.7595691680908,15255,11,18
AMT_DRAWINGS_CURRENT_MEAN,64.9447818994522,49782,9,18
HOUR_APPR_PROCESS_START_12,63.9614428281784,363056,15,18
DAYS_ENTRY_PAYMENT_MEAN,63.6462979316712,72208,14,18
NFLAG_INSURED_ON_APPROVAL_0,63.0049026012421,670778,14,18
Add_DIFF_PAYMENT_RECEIVABLE_CARD_MAX,62.4604017734528,742576,10,18
AMT_ANNUITY_SUM,62.4310332238674,2293,10,18
Add_RATIO_CAR_BIRTH,62.0023816823959,25839,14,18
CREDIT_DAY_OVERDUE_MAX,61.3258094787598,896366,15,18
NONLIVINGAREA_AVG,61.0847942829132,95168,12,18
DAYS_CREDIT_ENDDATE_POSITIVE_SUM,59.6940015554428,19435,11,18
ENTRANCES_MODE,59.636442899704,71846,11,18
NUM_INSTALMENT_VERSION_4,58.9406740665436,316214,12,18
SK_DPD_MEAN_POS,58.0347113609314,259346,12,18
Consumer_credit_Nr,57.2412798404694,46943,10,18
NAME_TYPE_SUITE_Family,57.0456867218018,55930,12,18
AMT_CREDIT_SUM_LIMIT_SUM,56.9169933795929,58659,10,18
CHANNEL_TYPE_Credit_and_cash_offices,56.7067980766296,66027,9,18
BASEMENTAREA_AVG,56.5735120773315,277409,13,18
NAME_SELLER_INDUSTRY_Consumer_electronics,56.0272963047028,29613,10,18
HOUR_APPR_PROCESS_START_6,55.9699308872223,731312,11,18
AMT_CREDIT_MAX_OVERDUE_MAX,55.8496813774109,32572,9,18
Add_DIFF_BALANCE_LIMIT_CARD_MEAN,54.8371045589447,11175,11,18
AMT_BALANCE_INTERCEPT,54.4370604753494,10199,8,18
NAME_YIELD_GROUP_low_normal,54.3510141372681,163517,10,18
NAME_YIELD_GROUP_high,53.5552248954773,26313,10,18
AMT_CREDIT_SUM_LIMIT_MEAN,53.4916999340057,3992,10,18
CHANNEL_TYPE_AP._.Cash_loan.,53.0234618186951,1566615,11,18
DAYS_ENTRY_PAYMENT_MAX,52.4724053144455,1803,12,18
Credit_card_Nr,52.1475942730904,1604,9,18
SELLERPLACE_AREA_7,51.7612388134003,498827,11,18
NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer,51.3620367050171,126665,11,18
PRODUCT_COMBINATION_POS_industry_with_interest,50.6402118206024,135774,12,18
SELLERPLACE_AREA_30,50.1947236061096,414261,12,18
CREDIT_ACTIVE_Active,49.9270997047424,2042,9,18
LANDAREA_MEDI,49.3641617298126,222084,11,18
NAME_YIELD_GROUP_miss,49.1980609893799,264520,11,18
Add_DIFF_DRAWINGS_LIMIT_CARD_MAX,48.9404327869415,274254,9,18
REGION_RATING_CLIENT_W_CITY.3,48.9195711612701,1880,7,18
Nr_Card_MONTH_MEAN,48.8234095573425,35674,9,18
NAME_GOODS_CATEGORY_6,48.6930236816406,4556,6,18
AMT_CREDIT_LIMIT_ACTUAL_MEAN,48.6565847396851,1492965,11,18
Add_RATIO_PAYMENT_BUREAU_MEAN,48.1253941059113,22203,8,18
CNT_INSTALMENT_MATURE_CUM_MAX,47.9105567932129,150301,11,18
AMT_DRAWINGS_POS_CURRENT_MEAN,47.6258962154388,84744,10,18
CODE_REJECT_REASON_HC,47.4585936069489,534474,10,18
NAME_SELLER_INDUSTRY_miss,47.0396676063538,204565,7,18
NAME_PAYMENT_TYPE_miss,46.9565550088883,95246,10,18
AMT_CREDIT_MIN,46.8928096294403,4100,9,18
CHANNEL_TYPE_Country.wide,46.8912363052368,746414,11,18
BUREAU_STATUS_C_MEAN,46.6850264072418,251706,10,18
FLAG_DOCUMENT_3,46.3607928752899,6596,8,18
PRODUCT_COMBINATION_Cash_Street._high,45.9112606048584,163369,10,18
NAME_CONTRACT_STATUS_POSCASH_Signed,45.232595205307,230171,8,18
NAME_PAYMENT_TYPE_Cash_through_the_bank,45.0399491786957,1094,10,18
SELLERPLACE_AREA_33,44.8438704013824,179072,7,18
Add_DIFF_PAYMENT_DRAWINGS_CARD_MAX,44.1985750198364,2405,6,18
OBS_30_CNT_SOCIAL_CIRCLE,43.8591582775116,15553,10,18
Add_DIFF_RECEIVABLE_PRINCIPAL_BALANCE_CARD_MEAN,43.6916446685791,51445,9,18
AMT_CREDIT_LIMIT_ACTUAL_SUM,43.4489698410034,74425,9,18
NONLIVINGAREA_MODE,41.6580893993378,164234,9,18
SELLERPLACE_AREA_47,41.4028873443604,9575,6,18
NAME_TYPE_SUITE_Unaccompanied,41.3356711864471,442688,9,18
NA_AMT_CREDIT_MAX_OVERDUE,41.3041005134583,1005,7,18
SELLERPLACE_AREA_14,40.9690968990326,124159,10,18
HOUR_APPR_PROCESS_START_14,40.9634532928467,857,7,18
NAME_PRODUCT_TYPE_walk.in,40.8337969779968,64729,6,18
Add_CARD_DRAWINGS_POS_per_CNT_MEAN,40.3290061950684,224423,9,18
CNT_PAYMENT_MAX,39.7756884098053,35899,8,18
NAME_TYPE_SUITE_Group_of_people,39.6451790332794,1474532,10,18
SK_DPD_SUM_CC,39.1000065803528,2097684,10,18
CNT_FAM_MEMBERS,38.3221611976624,180972,9,18
NUM_INSTALMENT_VERSION_7,37.6501376628876,472540,8,18
Add_CARD_DRAWINGS_POS_per_CNT_MAX,37.3806591033936,337424,9,18
Add_DIFF_PAYMENT_INST_MIN_CARD_MAX,37.0054483413696,37614,7,18
LIVINGAPARTMENTS_MODE,36.9422903060913,500864,9,18
CODE_REJECT_REASON_miss,36.6183254718781,36028,7,18
NAME_PORTFOLIO_Cards,36.3567984104157,264957,8,18
SELLERPLACE_AREA_62,36.2819631099701,559265,8,18
ORGANIZATION_TYPE.Self.employed,36.2513010501862,155442,8,18
FLOORSMIN_AVG,36.1734223365784,34616,8,18
ENTRANCES_AVG,35.6123962402344,17089,7,18
HOUR_APPR_PROCESS_START_8,35.402352809906,103702,8,18
HOUR_APPR_PROCESS_START_15,35.339834690094,45700,6,18
Add_DIFF_RECEIVABLE_PRINCIPAL_BALANCE_CARD_MAX,35.2204899787903,118653,7,18
NAME_PRODUCT_TYPE_miss,35.1154401302338,19515,7,18
AMT_DOWN_PAYMENT_MIN,35.0601501464844,3081,5,18
SELLERPLACE_AREA_12,34.7024266719818,269497,6,18
AMT_INST_MIN_REGULARITY_MEAN,34.4682042598724,145471,7,18
NONLIVINGAPARTMENTS_MODE,34.1875047683716,17733,7,18
HOUR_APPR_PROCESS_START_17,33.9099323749542,126960,8,18
CODE_REJECT_REASON_SCO,33.4350321292877,532835,8,18
NAME_CASH_LOAN_PURPOSE_11,32.6050891876221,261959,7,18
Add_DIFF_PAYMENT_INST_MIN_CARD_MEAN,32.2881565093994,268276,6,18
FLAG_DOCUMENT_6,31.8928470611572,1635,4,18
AMT_PAYMENT_CURRENT_MEAN,31.8835439682007,1239,5,18
SK_DPD_MAX_CC,31.5941524505615,1226500,8,18
OCCUPATION_TYPE.Sales.staff,31.5184645652771,10067,6,18
SELLERPLACE_AREA_63,30.7434990406036,705355,7,18
NAME_SELLER_INDUSTRY_Connectivity,30.5081131458283,59248,7,18
NAME_GOODS_CATEGORY_2,30.2582671642304,9000,6,18
NAME_CLIENT_TYPE_miss,30.2522623538971,99432,7,18
NAME_FAMILY_STATUS.Married,29.881359577179,349,5,18
DAYS_FIRST_DRAWING_MIN,29.8143265247345,176460,7,18
Add_DIFF_DAYS_LAST_DUE_PREV_MIN,29.7988851070404,19324,7,18
AMT_DRAWINGS_ATM_CURRENT_MEAN,29.6820826530457,212404,5,18
AMT_CREDIT_MAX_OVERDUE_MIN,29.453595161438,93064,7,18
AMT_BALANCE_MEAN,29.2654838562012,29761,7,18
BUREAU_STATUS_2_MEAN,29.254601597786,5490,7,18
NAME_CONTRACT_TYPE_Cash_loans,29.1086711883545,177980,6,18
OWN_CAR_AGE,27.9862090945244,10493,7,18
SK_DPD_DEF_MEAN_CC,27.9708995819092,242,5,18
NAME_CONTRACT_STATUS_CC_Active_SUM,27.3573865890503,16784,6,18
PRODUCT_COMBINATION_POS_household_without_interest,27.3522205352783,359314,7,18
NAME_CONTRACT_STATUS_CC_Signed_SUM,27.2739653587341,494798,7,18
NAME_PRODUCT_TYPE_x.sell,27.1163141727448,597280,6,18
LIVINGAPARTMENTS_MEDI,27.0826756954193,77460,6,18
WEEKDAY_APPR_PROCESS_START.WEDNESDAY,27.0637836456299,2405,4,18
LANDAREA_MODE,27.0200768709183,40108,6,18
AMT_ANNUITY_MEAN,26.996356010437,4099,5,18
WEEKDAY_APPR_PROCESS_START_MONDAY,26.6743860244751,2092,5,18
ORGANIZATION_TYPE.University,26.4458849430084,86689,6,18
NONLIVINGAPARTMENTS_MEDI,26.003280043602,16817,7,18
NAME_CLIENT_TYPE_Repeater,25.7781715393066,1242,5,18
BASEMENTAREA_MODE,25.6552387177944,87667,8,18
SELLERPLACE_AREA_31,25.6294901371002,367049,6,18
BASEMENTAREA_MEDI,25.5344045162201,249230,6,18
NAME_GOODS_CATEGORY_3,25.4608771800995,34289,5,18
SELLERPLACE_AREA_25,25.266462802887,108343,6,18
CHANNEL_TYPE_Regional_._Local,24.7407422065735,450350,6,18
NAME_TYPE_SUITE.Unaccompanied,24.1490025520325,673,4,18
DAYS_FIRST_DRAWING_MAX,23.8340435028076,136538,5,18
PRODUCT_COMBINATION_Cash_X.Sell._low,23.6868486404419,35782,4,18
Add_CARD_DRAWINGS_OTHER_per_CNT_MAX,23.0632247924805,698537,6,18
AMT_BALANCE_TREND,23.0281507968903,269403,6,18
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,22.2260823249817,1700,5,18
CREDIT_currency.1,22.1992905139923,10101,4,18
OCCUPATION_TYPE.Core.staff,22.1158571243286,10109,4,18
FLAG_LAST_APPL_PER_CONTRACT_1,22.0880889892578,11303,3,18
Add_DIFF_RECEIVABLE_BALANCE_CARD_MEAN,21.9493269920349,66203,4,18
AMT_CREDIT_SUM_LIMIT_MAX,21.6591081619263,12596,5,18
CNT_DRAWINGS_POS_CURRENT_MEAN,21.6410310268402,6036,3,18
SELLERPLACE_AREA_32,21.4393368959427,10411,6,18
NA_AMT_CREDIT_SUM_LIMIT,21.2998073101044,2940,5,18
Add_CARD_DRAWINGS_ATM_per_CNT_MEAN,21.1169831752777,212419,4,18
SELLERPLACE_AREA_5,21.0459895133972,1719,4,18
ELEVATORS_AVG,21.0023965835571,27252,4,18
NUM_INSTALMENT_VERSION_8,20.8648190498352,76201,2,18
Add_DIFF_MEAN_PAYMENT_DRAWINGS_CARD,20.7148504257202,421525,5,18
NAME_CLIENT_TYPE_New,20.5167756080627,45948,4,18
PRODUCT_COMBINATION_Card_Street,20.3167564868927,4214,4,18
PRODUCT_COMBINATION_POS_mobile_with_interest,20.1152672767639,3072,4,18
HOUR_APPR_PROCESS_START_20,20.1095249652863,83328,5,18
NAME_PORTFOLIO_POS,20.0857915878296,465951,5,18
FLOORSMIN_MODE,19.7819404602051,2051,4,18
ORGANIZATION_TYPE.Security,19.7115037441254,29176,5,18
AMT_REQ_CREDIT_BUREAU_WEEK,19.451174736023,4638,5,18
NUM_INSTALMENT_VERSION_0,19.4491925239563,232780,3,18
AMT_GOODS_PRICE_MAX,19.4232716560364,27923,4,18
WEEKDAY_APPR_PROCESS_START_SUNDAY,19.2824146747589,126616,5,18
NAME_TYPE_SUITE.Family,19.2119541168213,208,2,18
CNT_DRAWINGS_CURRENT_MEAN,18.5638587474823,1088199,5,18
FLAG_OWN_REALTY,18.5458256751299,674,6,18
CODE_REJECT_REASON_SCOFR,18.3542475700378,29069,3,18
DEF_30_CNT_SOCIAL_CIRCLE,18.3457818031311,25225,3,18
NAME_CONTRACT_TYPE,18.3352209329605,1279,4,18
FLAG_PHONE,17.994686126709,182,2,18
OBS_60_CNT_SOCIAL_CIRCLE,17.8019980192184,8313,4,18
HOUR_APPR_PROCESS_START_3,17.78977394104,581177,4,18
NAME_GOODS_CATEGORY_1,17.6657819747925,44907,4,18
CNT_DRAWINGS_ATM_CURRENT_MEAN,17.6363372802734,28653,3,18
SELLERPLACE_AREA_1,17.0835978984833,36445,4,18
CNT_CHILDREN,16.9573678076267,147071,5,18
PRODUCT_COMBINATION_POS_industry_without_interest,16.8787188529968,1502,3,18
SELLERPLACE_AREA_41,16.8077917098999,608493,4,18
ELEVATORS_MODE,16.5780630111694,82569,3,18
SELLERPLACE_AREA_35,16.2396018505096,54905,4,18
SELLERPLACE_AREA_39,16.1949872970581,1193,2,18
AMT_DRAWINGS_OTHER_CURRENT_MEAN,16.1494307518005,65904,4,18
NAME_SELLER_INDUSTRY_Furniture,16.1098761558533,28136,4,18
SELLERPLACE_AREA_3,15.9887797832489,8159,4,18
NAME_HOUSING_TYPE.House...apartment,15.7893779277802,315284,4,18
SELLERPLACE_AREA_21,15.3362102508545,163687,3,18
NONLIVINGAPARTMENTS_AVG,15.3325558900833,1771,5,18
YEARS_BUILD_MEDI,15.3106331825256,724099,4,18
NAME_GOODS_CATEGORY_0,15.3085656166077,18637,3,18
FLAG_WORK_PHONE,15.2645797729492,486,3,18
OCCUPATION_TYPE.Waiters.barmen.staff,15.2333416938782,385345,4,18
NAME_PORTFOLIO_miss,15.1685743331909,36180,4,18
NAME_FAMILY_STATUS.Single...not.married,14.9148335456848,403,2,18
ENTRANCES_MEDI,14.6565194129944,687244,4,18
PRODUCT_COMBINATION_Cash_X.Sell._high,14.4971780776978,510,3,18
CHANNEL_TYPE_Contact_center,14.1372771263123,1827,3,18
HOUR_APPR_PROCESS_START_22,13.7210350036621,112203,3,18
WEEKDAY_APPR_PROCESS_START_FRIDAY,13.609974861145,669,3,18
NA_TOTALAREA_MODE,13.5584409236908,221,3,18
AMT_CREDIT_LIMIT_ACTUAL_MAX,13.4327206611633,11119,3,18
LIVE_REGION_NOT_WORK_REGION,13.1765356063843,470,2,18
NAME_CASH_LOAN_PURPOSE_13,13.1569464206696,47476,3,18
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MIN,13.1453733444214,28476,2,18
NAME_GOODS_CATEGORY_12,13.1287729740143,2330,2,18
NAME_EDUCATION_TYPE.Higher.education,13.0056138038635,162,3,18
APARTMENTS_MEDI,12.994876742363,38201,3,18
SELLERPLACE_AREA_15,12.9731962680817,92583,3,18
NAME_GOODS_CATEGORY_4,12.9642341136932,933,3,18
Add_DIFF_MEAN_CREDIT_RECEIVED_GOODS_PRICE_PREV,12.6284184455872,26028,2,18
CODE_GENDER.M,12.3024082183838,225,2,18
SELLERPLACE_AREA_22,12.1471872329712,2513,2,18
AMT_CREDIT_SUM_OVERDUE_SUM,12.0456185340881,39214,2,18
PRODUCT_COMBINATION_Cash_Street._low,11.9384436607361,2034,2,18
NAME_HOUSING_TYPE.With.parents,11.4951646327972,3451,3,18
SELLERPLACE_AREA_11,11.3638076782227,1835,2,18
NAME_GOODS_CATEGORY_14,11.1678173542023,663841,3,18
NONLIVINGAREA_MEDI,10.9487915039063,224,2,18
NAME_CASH_LOAN_PURPOSE_0,10.8092486858368,441575,3,18
NA_LANDAREA,10.6863691806793,97,2,18
Add_DIFF_PAYMENT_RECEIVABLE_PRINCIPAL_CARD_MEAN,10.6644234657288,8924,2,18
Add_DIFF_PAYMENT_RECEIVABLE_CARD_MEAN,10.4835577011108,182,2,18
WEEKDAY_APPR_PROCESS_START.SUNDAY,10.3052496910095,1988,2,18
